Time	Device Name	Type	PID	Tag	Message
07-07 20:57:01.525	Samsung SM-G996B	Info	6652	monodroid-assembly	typemap: unable to find mapping to a managed type from Java type 'java/util/Collections$UnmodifiableCollection$1' (hash 0x151b978993453376)
07-07 20:57:01.525	Samsung SM-G996B	Warning	6652	monodroid-assembly	at Java.Interop.TypeManager.GetJavaToManagedType(String )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object.GetObject(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object._GetObject[IIterator](IntPtr , JniHandleOwnership )
   at Java.Lang.Object.GetObject[IIterator](IntPtr handle, JniHandleOwnership transfer)
   at Android.Runtime.JavaSet.Iterator()
   at Android.Runtime.JavaSet`1[[System.String, System.Private.CoreLib, Version=8.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]].GetEnumerator()
   at Xamarin.Android.Net.AndroidMessageHandler.CopyHeaders(HttpURLConnection , HttpResponseMessage , ContentState )
   at Xamarin.Android.Net.AndroidMessageHandler.DoProcessRequest(HttpRequestMessage , URL , HttpURLConnection , CancellationToken , RequestRedirectionState )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].ExecutionContextCallback(Object s)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext , ContextCallback , Object )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].MoveNext(Thread )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].MoveNext()
   at System.Threading.Tasks.AwaitTaskContinuation.RunOrScheduleAction(IAsyncStateMachineBox , Boolean )
   at System.Threading.Tasks.Task.RunContinuations(Object )
   at System.Threading.Tasks.Task.FinishContinuations()
   at System.Threading.Tasks.Task.FinishStageThree()
   at System.Threading.Tasks.Task.FinishStageTwo()
   at System.Threading.Tasks.Task.FinishSlow(Boolean )
   at System.Threading.Tasks.Task.Finish(Boolean )
   at System.Threading.Tasks.Task.ExecuteWithThreadLocal(Task& , Thread )
   at System.Threading.Tasks.Task.ExecuteEntryUnsafe(Thread )
   at System.Threading.Tasks.Task.ExecuteFromThreadPool(Thread )
   at System.Threading.ThreadPoolWorkQueue.Dispatch()
   at System.Threading.PortableThreadPool.WorkerThread.WorkerThreadStart()
   at System.Threading.Thread.StartCallback()
07-07 20:57:01.525	Samsung SM-G996B	Warning	6652	monodroid-assembly	typemap: called from
07-07 20:57:01.523	Samsung SM-G996B	Info	6652	monodroid-timing	[1/5] Typemap.java_to_managed: end, total time; elapsed: 0:0::42423
07-07 20:57:01.523	Samsung SM-G996B	Info	6652	monodroid-assembly	typemap: unable to find mapping to a managed type from Java type 'java/util/Collections$UnmodifiableCollection$1' (hash 0x151b978993453376)
07-07 20:57:01.523	Samsung SM-G996B	Warning	6652	monodroid-assembly	at Java.Interop.TypeManager.GetJavaToManagedType(String )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object.GetObject(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object._GetObject[IIterator](IntPtr , JniHandleOwnership )
   at Java.Lang.Object.GetObject[IIterator](IntPtr handle, JniHandleOwnership transfer)
   at Android.Runtime.JavaSet.Iterator()
   at Android.Runtime.JavaSet`1[[System.String, System.Private.CoreLib, Version=8.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]].GetEnumerator()
   at Xamarin.Android.Net.AndroidMessageHandler.CopyHeaders(HttpURLConnection , HttpResponseMessage , ContentState )
   at Xamarin.Android.Net.AndroidMessageHandler.DoProcessRequest(HttpRequestMessage , URL , HttpURLConnection , CancellationToken , RequestRedirectionState )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].ExecutionContextCallback(Object s)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext , ContextCallback , Object )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].MoveNext(Thread )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].MoveNext()
   at System.Threading.Tasks.AwaitTaskContinuation.RunOrScheduleAction(IAsyncStateMachineBox , Boolean )
   at System.Threading.Tasks.Task.RunContinuations(Object )
   at System.Threading.Tasks.Task.FinishContinuations()
   at System.Threading.Tasks.Task.FinishStageThree()
   at System.Threading.Tasks.Task.FinishStageTwo()
   at System.Threading.Tasks.Task.FinishSlow(Boolean )
   at System.Threading.Tasks.Task.Finish(Boolean )
   at System.Threading.Tasks.Task.ExecuteWithThreadLocal(Task& , Thread )
   at System.Threading.Tasks.Task.ExecuteEntryUnsafe(Thread )
   at System.Threading.Tasks.Task.ExecuteFromThreadPool(Thread )
   at System.Threading.ThreadPoolWorkQueue.Dispatch()
   at System.Threading.PortableThreadPool.WorkerThread.WorkerThreadStart()
   at System.Threading.Thread.StartCallback()
07-07 20:57:01.523	Samsung SM-G996B	Warning	6652	monodroid-assembly	typemap: called from
07-07 20:57:01.521	Samsung SM-G996B	Info	6652	monodroid-timing	[1/5] Typemap.java_to_managed: end, total time; elapsed: 0:0::63577
07-07 20:57:01.521	Samsung SM-G996B	Info	6652	monodroid-assembly	typemap: unable to find mapping to a managed type from Java type 'java/util/Collections$UnmodifiableCollection$1' (hash 0x151b978993453376)
07-07 20:57:01.520	Samsung SM-G996B	Warning	6652	monodroid-assembly	at Java.Interop.TypeManager.GetJavaToManagedType(String )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership , Type )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership )
   at Android.Runtime.InputStreamInvoker.FromJniHandle(IntPtr , JniHandleOwnership )
   at Java.Net.URLConnection.get_InputStream()
   at Xamarin.Android.Net.AndroidMessageHandler.DoProcessRequest(HttpRequestMessage , URL , HttpURLConnection , CancellationToken , RequestRedirectionState )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].ExecutionContextCallback(Object s)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext , ContextCallback , Object )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].MoveNext(Thread )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].MoveNext()
   at System.Threading.Tasks.AwaitTaskContinuation.RunOrScheduleAction(IAsyncStateMachineBox , Boolean )
   at System.Threading.Tasks.Task.RunContinuations(Object )
   at System.Threading.Tasks.Task.FinishContinuations()
   at System.Threading.Tasks.Task.FinishStageThree()
   at System.Threading.Tasks.Task.FinishStageTwo()
   at System.Threading.Tasks.Task.FinishSlow(Boolean )
   at System.Threading.Tasks.Task.Finish(Boolean )
   at System.Threading.Tasks.Task.ExecuteWithThreadLocal(Task& , Thread )
   at System.Threading.Tasks.Task.ExecuteEntryUnsafe(Thread )
   at System.Threading.Tasks.Task.ExecuteFromThreadPool(Thread )
   at System.Threading.ThreadPoolWorkQueue.Dispatch()
   at System.Threading.PortableThreadPool.WorkerThread.WorkerThreadStart()
   at System.Threading.Thread.StartCallback()
07-07 20:57:01.520	Samsung SM-G996B	Warning	6652	monodroid-assembly	typemap: called from
07-07 20:57:01.518	Samsung SM-G996B	Info	6652	monodroid-timing	[1/5] Typemap.java_to_managed: end, total time; elapsed: 0:0::68961
07-07 20:57:01.518	Samsung SM-G996B	Info	6652	monodroid-assembly	typemap: unable to find mapping to a managed type from Java type 'com/android/okhttp/okio/RealBufferedSource$1' (hash 0xabffadd186a79236)
07-07 20:57:01.518	Samsung SM-G996B	Warning	6652	monodroid-assembly	at Java.Interop.TypeManager.GetJavaToManagedType(String )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership , Type )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership )
   at Android.Runtime.InputStreamInvoker.FromJniHandle(IntPtr , JniHandleOwnership )
   at Java.Net.URLConnection.get_InputStream()
   at Xamarin.Android.Net.AndroidMessageHandler.DoProcessRequest(HttpRequestMessage , URL , HttpURLConnection , CancellationToken , RequestRedirectionState )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].ExecutionContextCallback(Object s)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext , ContextCallback , Object )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].MoveNext(Thread )
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1[[System.Net.Http.HttpResponseMessage, System.Net.Http, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a],[Xamarin.Android.Net.AndroidMessageHandler.<DoProcessRequest>d__136, Mono.Android, Version=0.0.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065]].MoveNext()
   at System.Threading.Tasks.AwaitTaskContinuation.RunOrScheduleAction(IAsyncStateMachineBox , Boolean )
   at System.Threading.Tasks.Task.RunContinuations(Object )
   at System.Threading.Tasks.Task.FinishContinuations()
   at System.Threading.Tasks.Task.FinishStageThree()
   at System.Threading.Tasks.Task.FinishStageTwo()
   at System.Threading.Tasks.Task.FinishSlow(Boolean )
   at System.Threading.Tasks.Task.Finish(Boolean )
   at System.Threading.Tasks.Task.ExecuteWithThreadLocal(Task& , Thread )
   at System.Threading.Tasks.Task.ExecuteEntryUnsafe(Thread )
   at System.Threading.Tasks.Task.ExecuteFromThreadPool(Thread )
   at System.Threading.ThreadPoolWorkQueue.Dispatch()
   at System.Threading.PortableThreadPool.WorkerThread.WorkerThreadStart()
   at System.Threading.Thread.StartCallback()
07-07 20:57:01.517	Samsung SM-G996B	Warning	6652	monodroid-assembly	typemap: called from
07-07 20:57:01.515	Samsung SM-G996B	Info	6652	monodroid-timing	[1/5] Typemap.java_to_managed: end, total time; elapsed: 0:0::114154
07-07 20:57:01.515	Samsung SM-G996B	Info	6652	monodroid-assembly	typemap: unable to find mapping to a managed type from Java type 'com/android/okhttp/okio/RealBufferedSource$1' (hash 0xabffadd186a79236)
07-07 20:57:01.514	Samsung SM-G996B	Debug	6652	Mono	GC_MAJOR_SWEEP: major size: 117024K in use: 107300K
07-07 20:57:01.514	Samsung SM-G996B	Debug	6652	Mono	GC_MAJOR: (user request) time 134.04ms, stw 136.38ms los size: 12008K in use: 4196K
07-07 20:57:01.514	Samsung SM-G996B	Debug	6652	Mono	GC_BRIDGE: Complete, was running for 512.70ms
07-07 20:57:01.514	Samsung SM-G996B	Debug	6652	Mono	GC_TAR_BRIDGE bridges 29126 objects 44559 opaque 694 colors 29126 colors-bridged 29126 colors-visible 29126 xref 8699 cache-hit 0 cache-semihit 0 cache-miss 0 setup 1.12ms tarjan 11.29ms scc-setup 2.39ms gather-xref 0.41ms xref-setup 0.14ms cleanup 4.46ms
07-07 20:57:01.293	Samsung SM-G996B	Debug	1400	system_server	mAFPC_Read - w = 1080, h = 2400, s = 8, f = 4, s_size = 10444800, luminance = 80, count = 593, captureOrientation = 0
07-07 20:57:01.272	Samsung SM-G996B	Info	1400	AfterimageCompensationService	AfcThread mLuminance : 80 , AfpcPeriodCount : 593 , rotation : 0 , AOD : false
07-07 20:57:01.138	Samsung SM-G996B	Debug	1400	SemContextService	Service.updateContext() : service = Activity Batch
07-07 20:57:01.138	Samsung SM-G996B	Warning	1400	CAE	parse(ActivityTrackerBatchRunner.java:309) - parse end
07-07 20:57:01.138	Samsung SM-G996B	Info	1400	CAE	display(ContextProvider.java:391) - Accuracy=[0], Duration=[119398], Count=[1], OperationMode=[2], ActivityType=[1], MostActivity=[1], TimeStamp=[1688752489897]
07-07 20:57:01.137	Samsung SM-G996B	Debug	1400	CAE	display(ContextProvider.java:375) - ================= ACTIVITY_TRACKER_BATCH =================
07-07 20:57:01.137	Samsung SM-G996B	Info	1400	CAE	getMostActivity(ActivityTrackerBatchRunner.java:323) - size:1
07-07 20:57:01.137	Samsung SM-G996B	Warning	1400	CAE	parse(ActivityTrackerBatchRunner.java:238) - parse start
07-07 20:57:01.137	Samsung SM-G996B	Info	1400	CAE	parse(SensorHubParserProvider.java:201) - 1, 1, 26, 4, 3, -40, 9, -87, 1, 1, 0, 1, -46, 102,
07-07 20:57:01.137	Samsung SM-G996B	Info	1400	CAE	parse(SensorHubParserProvider.java:190) - buffer size = 14
07-07 20:57:01.137	Samsung SM-G996B	Debug	1400	CAE	onGetSensorHubData(SensorHubParserProvider.java:89) - onGetSensorHubData Event [event buffer len :14], AP_WAKEUP
07-07 20:57:01.129	Samsung SM-G996B	Info	6652	.defaultmauiapp	Explicit concurrent copying GC freed 5281(254KB) AllocSpace objects, 0(0B) LOS objects, 38% free, 38MB/62MB, paused 37us,20us total 106.063ms
07-07 20:57:01.124	Samsung SM-G996B	Info	1046	VSyncReactor	Current= 120, Period= 60, hwcPeriod= 60
07-07 20:57:01.116	Samsung SM-G996B	Info	1046	VSyncReactor	Current= 120, Period= 60, hwcPeriod= 120
07-07 20:57:01.116	Samsung SM-G996B	Info	930	display	Current VRR MODE is 3
07-07 20:57:01.116	Samsung SM-G996B	Info	930	display	next config(2): width=1080 height=2400 period=16666666 Xdpi=391885 Ydpi=393290 groupId=0
07-07 20:57:01.116	Samsung SM-G996B	Info	930	display	setActiveConfig(config=2)
07-07 20:57:01.116	Samsung SM-G996B	Info	930	display	doDisplayConfigPostProcess needSetActiveConfig is true - mDesiredConfig: 2
07-07 20:57:01.109	Samsung SM-G996B	Info	1046	VSyncReactor	Current= 120, Period= 60, hwcPeriod= 120
07-07 20:57:01.108	Samsung SM-G996B	Info	1046	SurfaceFlinger	Idle - choose 60.00 Hz
07-07 20:57:01.108	Samsung SM-G996B	Info	1046	LayerHistory	com.companyname.defaultmauiapp/crc648b64a82b769a1b17.MainActivity$_6652#8741 Max (can't resolve refresh rate)
07-07 20:57:01.108	Samsung SM-G996B	Info	1046	LayerHistory	StatusBar$_1953#86 voted 1, 0.00 fps
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	CPU set : Cluster(2), min_clock(0)
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	CPU set : Cluster(1), min_clock(0)
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	CPU set : Cluster(0), min_clock(0)
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set affinity HWC : 930
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set Affinity CPU ID : 7
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set Affinity CPU ID : 6
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set Affinity CPU ID : 5
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set Affinity CPU ID : 4
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set Affinity CPU ID : 3
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set Affinity CPU ID : 2
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set Affinity CPU ID : 1
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set Affinity CPU ID : 0
07-07 20:57:01.108	Samsung SM-G996B	Info	930	display	Set Affinity config for fps(60) : 2, cpuIDs : 255
07-07 20:57:01.107	Samsung SM-G996B	Info	1046	DisplayDevice	[Display 4633128672291735937 (internal, primary, "samsung lcd  ")] ActiveConfigToHWC, ID : 2
07-07 20:57:01.002	Samsung SM-G996B	Debug	6652	Mono	GC_BRIDGE waiting for bridge processing to finish
07-07 20:57:00.996	Samsung SM-G996B	Info	1400	GestureDetector	handleMessage TAP
07-07 20:57:00.995	Samsung SM-G996B	Info	1400	GestureDetector	handleMessage TAP
07-07 20:57:00.883	Samsung SM-G996B	Info	1400	SemWifiLinkQualityMonitor	Link Qos Query: 0.018 ms / 440.891 Mbps (866 / 0.009 / 1.000)
07-07 20:57:00.882	Samsung SM-G996B	Debug	1400	SemWifiUsabilityStatsMonitor	onWifiUsabilityStats - seqNum 5755, isSameBssidAndFreq true
07-07 20:57:00.865	Samsung SM-G996B	Info	6652	monodroid-gc	46080 outstanding GREFs. Performing a full GC!
07-07 20:57:00.848	Samsung SM-G996B	Warning	6652	monodroid-assembly	at Java.Interop.TypeManager.GetJavaToManagedType(String )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object.GetObject(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object._GetObject[FragmentManager](IntPtr , JniHandleOwnership )
   at Java.Lang.Object.GetObject[FragmentManager](IntPtr handle, JniHandleOwnership transfer)
   at AndroidX.Fragment.App.Fragment.get_ChildFragmentManager()
   at Microsoft.Maui.Controls.Platform.Compatibility.ShellContentFragment.OnCreateView(LayoutInflater inflater, ViewGroup container, Bundle savedInstanceState)
   at AndroidX.Fragment.App.Fragment.n_OnCreateView_Landroid_view_LayoutInflater_Landroid_view_ViewGroup_Landroid_os_Bundle_(IntPtr jnienv, IntPtr native__this, IntPtr native_inflater, IntPtr native_container, IntPtr native_savedInstanceState)
   at AndroidX.Fragment.App.Fragment.n_OnCreateView_Landroid_view_LayoutInflater_Landroid_view_ViewGroup_Landroid_os_Bundle__mm_wrapper(IntPtr jnienv, IntPtr native__this, IntPtr native_inflater, IntPtr native_container, IntPtr native_savedInstanceState)
07-07 20:57:00.848	Samsung SM-G996B	Warning	6652	monodroid-assembly	typemap: called from
07-07 20:57:00.848	Samsung SM-G996B	Info	6652	monodroid-timing	[1/5] Typemap.java_to_managed: end, total time; elapsed: 0:0::22307
07-07 20:57:00.848	Samsung SM-G996B	Info	6652	monodroid-assembly	typemap: unable to find mapping to a managed type from Java type 'androidx/fragment/app/FragmentManagerImpl' (hash 0x72f317c9cc32acd8)
07-07 20:57:00.847	Samsung SM-G996B	Warning	6652	monodroid-assembly	at Java.Interop.TypeManager.GetJavaToManagedType(String )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object.GetObject(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object._GetObject[LayoutInflater](IntPtr , JniHandleOwnership )
   at Java.Lang.Object.GetObject[LayoutInflater](IntPtr handle, JniHandleOwnership transfer)
   at AndroidX.Fragment.App.Fragment.n_OnCreateView_Landroid_view_LayoutInflater_Landroid_view_ViewGroup_Landroid_os_Bundle_(IntPtr jnienv, IntPtr native__this, IntPtr native_inflater, IntPtr native_container, IntPtr native_savedInstanceState)
   at AndroidX.Fragment.App.Fragment.n_OnCreateView_Landroid_view_LayoutInflater_Landroid_view_ViewGroup_Landroid_os_Bundle__mm_wrapper(IntPtr jnienv, IntPtr native__this, IntPtr native_inflater, IntPtr native_container, IntPtr native_savedInstanceState)
07-07 20:57:00.847	Samsung SM-G996B	Warning	6652	monodroid-assembly	typemap: called from
07-07 20:57:00.847	Samsung SM-G996B	Info	6652	monodroid-timing	[1/5] Typemap.java_to_managed: end, total time; elapsed: 0:0::31270
07-07 20:57:00.847	Samsung SM-G996B	Info	6652	monodroid-assembly	typemap: unable to find mapping to a managed type from Java type 'com/android/internal/policy/PhoneLayoutInflater' (hash 0xf3995427c710a1b6)
07-07 20:57:00.844	Samsung SM-G996B	Warning	6652	OnBackInvokedCallback	Set 'android:enableOnBackInvokedCallback="true"' in the application manifest.
07-07 20:57:00.844	Samsung SM-G996B	Warning	6652	OnBackInvokedCallback	OnBackInvokedCallback is not enabled for the application.
07-07 20:57:00.844	Samsung SM-G996B	Warning	6652	monodroid-assembly	at Java.Interop.TypeManager.GetJavaToManagedType(String )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object.GetObject(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object._GetObject[FragmentTransaction](IntPtr , JniHandleOwnership )
   at Java.Lang.Object.GetObject[FragmentTransaction](IntPtr handle, JniHandleOwnership transfer)
   at AndroidX.Fragment.App.FragmentManager.BeginTransaction()
   at Microsoft.Maui.Platform.FragmentManagerExtensions.BeginTransactionEx(FragmentManager fragmentManager)
   at Microsoft.Maui.Controls.Platform.Compatibility.ShellItemRendererBase.HandleFragmentUpdate(ShellNavigationSource navSource, ShellSection shellSection, Page page, Boolean animated)
   at Microsoft.Maui.Controls.Platform.Compatibility.ShellItemRendererBase.OnNavigationRequested(Object sender, NavigationRequestedEventArgs e)
   at Microsoft.Maui.Controls.ShellSection.InvokeNavigationRequest(NavigationRequestedEventArgs args)
   at Microsoft.Maui.Controls.ShellSection.OnPushAsync(Page page, Boolean animated)
   at Microsoft.Maui.Controls.ShellSection.PushStackOfPages(List`1 pages, Nullable`1 animate)
   at System.Runtime.CompilerServices.AsyncMethodBuilderCore.Start[<PushStackOfPages>d__73](<PushStackOfPages>d__73& )
   at Microsoft.Maui.Controls.ShellSection.PushStackOfPages(List`1 pages, Nullable`1 animate)
   at Microsoft.Maui.Controls.ShellSection.GoToAsync(ShellNavigationRequest request, ShellRouteParameters queryData, IServiceProvider services, Nullable`1 animate, Boolean isRelativePopping)
   at System.Runtime.CompilerServices.AsyncMethodBuilderCore.Start[<GoToAsync>d__70](<GoToAsync>d__70& )
   at Microsoft.Maui.Controls.ShellSection.GoToAsync(ShellNavigationRequest request, ShellRouteParameters queryData, IServiceProvider services, Nullable`1 animate, Boolean isRelativePopping)
   at Microsoft.Maui.Controls.ShellNavigationManager.GoToAsync(ShellNavigationParameters shellNavigationParameters, ShellNavigationRequest navigationRequest)
   at System.Runtime.CompilerServices.AsyncMethodBuilderCore.Start[<GoToAsync>d__14](<GoToAsync>d__14& )
   at Microsoft.Maui.Controls.ShellNavigationManager.GoToAsync(ShellNavigationParameters shellNavigationParameters, ShellNavigationRequest navigationRequest)
   at Microsoft.Maui.Controls.ShellNavigationManager.GoToAsync(ShellNavigationParameters shellNavigationParameters)
   at Microsoft.Maui.Controls.ShellNavigationManager.GoToAsync(ShellNavigationState state, Nullable`1 animate, Boolean enableRelativeShellRoutes, ShellNavigatingEventArgs deferredArgs, ShellRouteParameters parameters, Nullable`1 canCancel)
   at Microsoft.Maui.Controls.Shell.GoToAsync(ShellNavigationState state, Boolean animate, IDictionary`2 parameters)
   at DefaultMauiApp.ViewModels.HomeViewModel.<>c.<<get_NavigateToProductCategoryCommand>b__124_0>d.MoveNext()
   at System.Runtime.CompilerServices.AsyncMethodBuilderCore.Start[<<get_NavigateToProductCategoryCommand>b__124_0>d](<<get_NavigateToProductCategoryCommand>b__124_0>d& )
   at DefaultMauiApp.ViewModels.HomeViewModel.<>c.<get_NavigateToProductCategoryCommand>b__124_0(Object item)
   at Microsoft.Maui.Controls.Command`1.<>c__DisplayClass0_0[[System.Object, System.Private.CoreLib, Version=8.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]].<.ctor>b__0(Object o)
   at Microsoft.Maui.Controls.Command.Execute(Object parameter)
   at Microsoft.Maui.Controls.ButtonElement.ElementClicked(VisualElement visualElement, IButtonElement ButtonElementManager)
   at Microsoft.Maui.Controls.ImageButton.SendClicked()
   at Microsoft.Maui.Controls.ImageButton.Microsoft.Maui.IButton.Clicked()
   at Microsoft.Maui.Handlers.ImageButtonHandler.OnClick(Object sender, EventArgs e)
   at Android.Views.View.IOnClickListenerImplementor.OnClick(View )
   at Android.Views.View.IOnClickListenerInvoker.n_OnClick_Landroid_view_View_(IntPtr jnienv, IntPtr native__this, IntPtr native_v)
   at Android.Views.View.IOnClickListenerInvoker.n_OnClick_Landroid_view_View__mm_wrapper(IntPtr jnienv, IntPtr native__this, IntPtr native_v)
07-07 20:57:00.844	Samsung SM-G996B	Warning	6652	monodroid-assembly	typemap: called from
07-07 20:57:00.843	Samsung SM-G996B	Info	6652	monodroid-timing	[1/5] Typemap.java_to_managed: end, total time; elapsed: 0:0::24654
07-07 20:57:00.843	Samsung SM-G996B	Info	6652	monodroid-assembly	typemap: unable to find mapping to a managed type from Java type 'androidx/fragment/app/BackStackRecord' (hash 0x470b60bab7327398)
07-07 20:57:00.841	Samsung SM-G996B	Warning	6652	monodroid-assembly	at Java.Interop.TypeManager.GetJavaToManagedType(String )
   at Java.Interop.TypeManager.CreateInstance(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object.GetObject(IntPtr , JniHandleOwnership , Type )
   at Java.Lang.Object._GetObject[IMenu](IntPtr , JniHandleOwnership )
